"id","base_word","exchange_word","base_claim","exchange_claim","golden_truthfulness_base_claim","shift","axis","judgmental_base","judgmental_exchange","origin_dataset","origin_source"
"erwerbsunterbrechung_arbeitslosigkeit_3","Erwerbsunterbrechung","Arbeitslosigkeit","Während Erwerbsunterbrechungen von Männern anerkannt würden, gelte dies für Frauen nicht.","Während Arbeitslosigkeit bei Männern anerkannt würde, gelte dies für Frauen nicht.","True","right","economic","0","0","Medienkompass","www.n-tv.de"
"erwerbsunterbrechung_arbeitslosigkeit_4","Erwerbsunterbrechung","Arbeitslosigkeit","Gegen Ursachen für bereinigten #GenderPayGap ist u.a. bessere Vereinbarkeit von Familie & Beruf nötig, um unfreiwillige Erwerbsunterbrechung zu minimieren.","Gegen Ursachen für den bereinigten #GenderPayGap sind u.a. eine bessere Vereinbarkeit von Familie & Beruf nötig, um unfreiwillige Arbeitslosigkeit zu minimieren.","False","right","economic","0","0","DefaktS","Twitter"
"europäische union_zwangskorsett_1","Europäische Union","Zwangskorsett","Der ungarische Ministerpräsident Viktor Orbán habe in seiner Neujahrsansprache gesagt, dass sein Land die Europäische Union verlassen werde.","Der ungarische Ministerpräsident Viktor Orbán hat in seiner Neujahrsansprache gesagt, dass sein Land das Zwangskorsett verlassen werde.","False","right","economic","0","1","NewsPolyML","correctiv.org"
"fachkräftemangel_arbeitskräftebedarf_1","Fachkräftemangel","Arbeitskräftebedarf","Ehegattensplitting, Gender Pay Gap, schlechtere Karrierechancen, fehlende Kinderbetreuung: in Zeiten des Fachkräftemangels müssen Wirtschaft & Politik alle Hürden aus dem Weg räumen, damit Frauen ihre Arbeitskraft voll einbringen.","Ehegattensplitting, Gender Pay Gap, schlechtere Karrierechancen, fehlende Kinderbetreuung: In Zeiten des Arbeitskräftebedarfs müssen Wirtschaft & Politik alle Hürden aus dem Weg räumen, damit Frauen ihre Arbeitskraft voll einbringen.","False","none","economic","0","0","DefaktS","Twitter"
"fachkräftemangel_arbeitskräftebedarf_2","Fachkräftemangel","Arbeitskräftebedarf","Der Fachkräftemangel wird besonders im Bundestag sichtbar.","Der Arbeitskräftebedarf wird besonders im Bundestag sichtbar.","False","none","economic","0","0","DefaktS","Twitter"
"fachkräftemangel_arbeitskräftebedarf_3","Fachkräftemangel","Arbeitskräftebedarf","Frau #Faeser, der größte für alle sichtbare #Fachkräftemangel besteht in der aktuellen Regierung besonders aber bei #SPD und #Gruenen #Bayernpartei #FreiesBayern","Frau #Faeser, der größte für alle sichtbare #Arbeitskräftebedarf besteht in der aktuellen Regierung, besonders aber bei der #SPD und den #Gruenen. #Bayernpartei #FreiesBayern","False","none","economic","0","0","DefaktS","Twitter"
"fachkräftemangel_arbeitskräftebedarf_4","Fachkräftemangel","Arbeitskräftebedarf","Wenn die Schwangeren nicht abtrieben, hätten wir keinen Fachkräftemangel, hätten wir weniger Einwanderung, hätten wir weniger tote Mädchen.","Wenn die Schwangeren nicht abtrieben, hätten wir keinen Arbeitskräftebedarf, hätten wir weniger Einwanderung, hätten wir weniger tote Mädchen.","False","none","economic","0","0","DefaktS","Twitter"
"fachkräftemangel_arbeitskräftebedarf_5","Fachkräftemangel","Arbeitskräftebedarf","Wer von #Fachkräftemangel spricht, wenig Einwanderung möchte & Frauen weiterhin so benachteiligt, wie D es tut, der ist ein Schwätzer.","Wer von #Arbeitskräftebedarf spricht, wenig Einwanderung möchte & Frauen weiterhin so benachteiligt, wie es D tut, der ist ein Schwätzer.","False","none","economic","0","0","DefaktS","Twitter"
"fake news_falschinformation_1","Fake News","Falschinformation","ZDF verbreitet Fake News über 130 Millionen Corona-Tote in den USA","Das ZDF verbreitet Falschinformationen über 130 Millionen Corona-Tote in den USA.","False","left","social","0","0","NewsPolyML","correctiv.org"
"fake news_falschinformation_2","Fake News","Falschinformation","VdB spricht zu Recht über die Gefahr von Fake News für die liberale Demokratie.","VdB spricht zu Recht über die Gefahr von Falschinformationen für die liberale Demokratie.","False","left","social","0","0","DefaktS","Twitter"
"fake news_falschinformation_3","Fake News","Falschinformation","Bild verbreite in einem Video „Fake News“ zur Russland-Ukraine-Krise.","Bild verbreitet in einem Video „Falschinformationen“ zur Russland-Ukraine-Krise.","False","left","social","0","0","NewsPolyML","correctiv.org"
"fake news_falschinformation_4","Fake News","Falschinformation","Sie verbreitet hier Fake News!","Sie verbreiten hier Falschinformationen!","False","left","social","0","0","DefaktS","Twitter"
"fake news_falschinformation_5","Fake News","Falschinformation","ZDF verbreitet Fake News, Deutschland ist im Klima-Risiko-Index auf Platz 40 und nicht auf Platz 3.","Das ZDF verbreitet Falschinformationen, Deutschland ist im Klima-Risiko-Index auf Platz 40 und nicht auf Platz 3.","False","left","social","0","0","NewsPolyML","correctiv.org"
"falschinformation_fake news_1","Falschinformation","Fake News","Das ZDF verbreitet Falschinformationen: Deutschland befindet sich im Klima-Risiko-Index auf Platz 40 und nicht auf Platz 3.","ZDF verbreitet Falschinformation, Deutschland ist im Klima-Risiko-Index auf Platz 40 und nicht auf Platz 3.","False","right","social","0","0","NewsPolyML","correctiv.org"
"familienpolitik_bevormundungspolitik_1","Familienpolitik","Bevormundungspolitik","Der CDU-Politiker plädierte ferner in der Familienpolitik für eine Anhebung des steuerlichen Kinderfreibetrags, wenn es wieder Spielraum im Staatshaushalt gebe.","Der CDU-Politiker plädierte ferner in der Bevormundungspolitik für eine Anhebung des steuerlichen Kinderfreibetrags, wenn wieder Spielraum im Staatshaushalt gebe.","True","right","social","0","1","Medienkompass","www.stern.de"
"familienpolitik_bevormundungspolitik_2","Familienpolitik","Bevormundungspolitik","Der Wissenschaftler Dorbritz sieht die Familienpolitik, die viele Jahre die Hausfrauen-Ehe gefördert habe, mit dem Elterngeld und dem Ausbau der Kinderbetreuung auf dem richtigen Weg.","Der Wissenschaftler Dorbritz sieht die Bevormundungspolitik, die viele Jahre die Hausfrauenehe gefördert hat, mit dem Elterngeld und dem Ausbau der Kinderbetreuung auf dem richtigen Weg.","True","right","social","0","1","Medienkompass","www.n-tv.de"
"faschismus_nationalismus_1","Faschismus","Nationalismus","Wer das Gewäsch von #OliverJanich glaubt, der glaubt vermutlich auch an den Osterhasen, den Gender Pay Gap oder dass die Antifa gegen Faschismus kämpft...","Wer das Gewäsch von #OliverJanich glaubt, glaubt vermutlich auch an den Osterhasen, den Gender Pay Gap oder dass die Antifa gegen Nationalismus kämpft...","False","right","social","0","0","DefaktS","Twitter"
"finanzhilfe_unterstützungsleistung_1","Finanzhilfe","Unterstützungsleistung","Süd-Afrika: Militär-Manöver mit Russland- die EU und die Schweiz sollten umgehend alle Finanzhilfen an Süd-Afrika einstellen.","Süd-Afrika: Militär-Manöver mit Russland - die EU und die Schweiz sollten umgehend alle Unterstützungsleistungen an Süd-Afrika einstellen.","False","none","economic","0","0","DefaktS","Twitter"
"finanztransaktionssteuer_börsenbremse_1","Finanztransaktionssteuer","Börsenbremse","Eine Finanztransaktionssteuer müsse für alle EU-Staaten gelten, fordert sie.","Eine Börsenbremse müsste für alle EU-Staaten gelten, fordert sie.","True","right","economic","0","1","Medienkompass","www.sueddeutsche.de"
"finanztransaktionssteuer_börsenbremse_2","Finanztransaktionssteuer","Börsenbremse","Nils Schmid hatte in einem Brief an Bundesfinanzminister Wolfgang Schäuble (CDU) vor den Auswirkungen der Finanztransaktionssteuer in der bisher geplanten Form gewarnt.","Nils Schmid hatte in einem Brief an Bundesfinanzminister Wolfgang Schäuble (CDU) vor den Auswirkungen der Börsenbremse in der bisher geplanten Form gewarnt.","True","right","economic","0","1","Medienkompass","www.sueddeutsche.de"
"finanztransaktionssteuer_börsenbremse_3","Finanztransaktionssteuer","Börsenbremse","Die SPD setzt sich für eine Finanztransaktionssteuer ein und pocht auf ein Trennbankensystem.","Die SPD setzt sich für eine Börsenbremse ein und pocht auf ein Trennbankensystem.","True","right","economic","0","1","Medienkompass","www.stern.de"
"finanztransaktionssteuer_börsenbremse_4","Finanztransaktionssteuer","Börsenbremse","Bisher hatten die Liberalen, aber auch Teile der CDU eine Finanztransaktionssteuer strikt abgelehnt.","Bisher hatten die Liberalen, aber auch Teile der CDU, eine Börsenbremse strikt abgelehnt.","True","right","economic","0","1","Medienkompass","www.stern.de"
"flugverkehr_luftmobilität_1","Flugverkehr","Luftmobilität","#Windkraft in Deutschland trägt stärker zum Treibhauseffekt bei als der gesamte innerdeutsche #Flugverkehr.","Windkraft in Deutschland trägt stärker zum Treibhauseffekt bei als die gesamte innerdeutsche Luftmobilität.","False","none","economic","0","0","DefaktS","Twitter"
"flugverkehr_luftmobilität_2","Flugverkehr","Luftmobilität","Der Flugverkehr von und nach Brüssel soll frühestens am Freitag wieder aufgenommen werden.","Die Luftmobilität von und nach Brüssel soll frühestens am Freitag wieder aufgenommen werden.","True","none","economic","0","0","Medienkompass","www.n-tv.de"
"flugverkehr_luftmobilität_3","Flugverkehr","Luftmobilität","#Windräder sind so klimaschädlich wie der gesamte innerdeutsche Flugverkehr!","Windräder sind so klimaschädlich wie die gesamte innerdeutsche Luftmobilität!","False","none","economic","0","0","DefaktS","Twitter"
"flugverkehr_luftmobilität_4","Flugverkehr","Luftmobilität","Außerdem sollen die Grenzen besser überwacht werden, die Sicherheit im internationalen Flugverkehr wird verstärkt.","Außerdem sollen die Grenzen besser überwacht werden, die Sicherheit in der internationalen Luftmobilität wird verstärkt.","True","none","economic","0","0","Medienkompass","www.n-tv.de"
"flugverkehr_luftmobilität_5","Flugverkehr","Luftmobilität","Der weitgehend zum Erliegen gekommene Flugverkehr führte bei der Luftverkehrssteuer zu einem Minus von fast 97 Prozent.","Die weitgehend zum Erliegen gekommene Luftmobilität führte bei der Luftverkehrssteuer zu einem Minus von fast 97 Prozent.","True","none","economic","0","0","Medienkompass","www.n-tv.de"
"flugverkehr_luftmobilität_6","Flugverkehr","Luftmobilität","Der Flugverkehr steht seit Wochen still.","Die Luftmobilität steht seit Wochen still.","True","none","economic","0","0","Medienkompass","www.sueddeutsche.de"
"flüchtlinge_schutzsuchende_1","Flüchtlinge","Schutzsuchende","Schutzsuchende treten ein Kleinkind zusammen.","Schutzsuchende treten Kleinkind zusammen","False","left","social","0","0","NewsPolyML","correctiv.org"
"flüchtlinge_schutzsuchende_2","Flüchtlinge","Schutzsuchende","Ein Video zeigt, wie Schutzsuchende in Schweden ein Polizeiauto in Brand setzen.","Ein Video zeige, wie Schutzsuchende in Schweden ein Polizeiauto in Brand setzen.","False","left","social","0","0","NewsPolyML","correctiv.org"
"flüchtlinge_schutzsuchende_3","Flüchtlinge","Schutzsuchende","Ukrainische Flüchtlinge haben einen russischsprachigen Teenager zu Tote geprügelt.","Ukrainische Schutzsuchende haben einen russischsprachigen Teenager zu Tode geprügelt.","True","left","social","0","0","NewsPolyML","faktencheck.afp.com"
"flüchtlinge_schutzsuchende_4","Flüchtlinge","Schutzsuchende","Mit diesem Brief weist die britische Regierung an, ukrainische Flüchtlinge über 18 zum Militärdienst zu melden.","Mit diesem Brief weist die britische Regierung an, ukrainische Schutzsuchende über 18 zum Militärdienst zu verpflichten.","False","left","social","0","0","NewsPolyML","faktencheck.afp.com"
"flüchtlinge_schutzsuchende_5","Flüchtlinge","Schutzsuchende","Flüchtlingen zerstören Tannenbäume in einem deutschen Mall.","Schutzsuchende zerstören Tannenbäume in einem deutschen Mall.","False","left","social","0","0","NewsPolyML","correctiv.org"
"flüchtlinge_schutzsuchende_6","Flüchtlinge","Schutzsuchende","Merkel droht, ihre Kinder wegzunehmen, wen sie falsche muslimische Flüchtlinge oder ihre muslimische Einwanderungspolitik kritisieren.","Merkel droht, ihnen ihre Kinder wegzunehmen, wenn sie falsche muslimische Schutzsuchende oder ihre muslimische Einwanderungspolitik kritisieren.","False","left","social","0","0","NewsPolyML","correctiv.org"
"flüchtlinge_schutzsuchende_7","Flüchtlinge","Schutzsuchende","In Deutschland werden Sex Coupons an Flüchtlinge verteilt, mit denen sie kostenlos ein Bordell besuchen können.","In Deutschland werden Sex-Coupons an Schutzsuchende verteilt, mit denen sie kostenlos ein Bordell besuchen können.","False","left","social","0","0","NewsPolyML","correctiv.org"
"flüchtlinge_schutzsuchende_8","Flüchtlinge","Schutzsuchende","Ein Foto eines Bauschilds beweise, dass die Stadt Willich neun Einfamilienhäuser für Flüchtlinge und Asylbewerber in der Fontanestraße baue.","Ein Foto eines Bauschilds beweist, dass die Stadt Willich neun Einfamilienhäuser für Schutzsuchende und Asylbewerber in der Fontanestraße baut.","False","left","social","0","0","NewsPolyML","correctiv.org"
"flüchtlingshilfe_asylantenflut_1","Flüchtlingshilfe","Asylantenflut","2015 hat der Bund eine Milliarde Euro für Flüchtlingshilfe zur Verfügung gestellt.","2015 hat der Bund eine Milliarde Euro für die Asylantenflut zur Verfügung gestellt.","True","right","economic","0","1","Medienkompass","www.n-tv.de"
"flüchtlingskontingent_einwanderungssteuerung_1","Flüchtlingskontingent","Einwanderungssteuerung","Mittelfristig ist ein großzügiges jährliches EU-weites Flüchtlingskontingent im Rahmen einer gemeinsamen EU-Asylpolitik anzustreben, das eine gerechte Verteilung der Flüchtlinge innerhalb der EU aufbauend auf der kürzlich vom Ministerrat beschlossenen Quote beinhaltet.","Mittelfristig ist eine großzügige jährliche EU-weite Einwanderungssteuerung im Rahmen einer gemeinsamen EU-Asylpolitik anzustreben, die eine gerechte Verteilung der Flüchtlinge innerhalb der EU aufbauend auf der kürzlich vom Ministerrat beschlossenen Quote beinhaltet.","True","none","economic","0","0","Medienkompass","www.n-tv.de"
"flüchtlingskrise_asylantenschwemme_1","Flüchtlingskrise","Asylantenschwemme","Bundesfinanzminister Wolfgang Schäuble hat angesichts der Flüchtlingskrise die rasche Einsetzung eines europäischen Asylrechts gefordert.","Bundesfinanzminister Wolfgang Schäuble hat angesichts der Asylantenschwemme die rasche Einsetzung eines europäischen Asylrechts gefordert.","True","right","economic","0","1","Medienkompass","www.n-tv.de"
"flüchtlingskrise_asylantenschwemme_2","Flüchtlingskrise","Asylantenschwemme","Die Staats- und Regierungschefs der EU werden schon in drei Wochen bei ihrem regulären Gipfel wieder über die Flüchtlingskrise beraten.","Die Staats- und Regierungschefs der EU werden schon in drei Wochen bei ihrem regulären Gipfel wieder über die Asylantenschwemme beraten.","True","right","economic","0","1","Medienkompass","www.n-tv.de"
"flüchtlingskrise_asylantenschwemme_3","Flüchtlingskrise","Asylantenschwemme","Schleswig-Holsteins Regierungschef Torsten Albig forderte von der Bundesregierung mehr Tatkraft zur Bewältigung der Flüchtlingskrise.","Schleswig-Holsteins Regierungschef Torsten Albig forderte von der Bundesregierung mehr Tatkraft zur Bewältigung der Asylantenschwemme.","True","right","economic","0","1","Medienkompass","www.n-tv.de"
"flüchtlingskrise_asylantenschwemme_4","Flüchtlingskrise","Asylantenschwemme","Slowenien wurde dadurch zu einem neuen Brennpunkt der Flüchtlingskrise.","Slowenien wurde dadurch zu einem neuen Brennpunkt der Asylantenschwemme.","True","right","economic","0","1","Medienkompass","www.n-tv.de"
"flüchtlingskrise_asylantenschwemme_5","Flüchtlingskrise","Asylantenschwemme","Großbritannien setzt in der Flüchtlingskrise auf Abschreckung: Wer illegal nach England kommt und dort arbeitet, soll künftig mit bis einem halben Jahr Gefängnis bestraft werden können.","Großbritannien setzt in der Asylantenschwemme auf Abschreckung: Wer illegal nach England kommt und dort arbeitet, soll künftig mit bis zu einem halben Jahr Gefängnis bestraft werden können.","True","right","economic","0","1","Medienkompass","www.n-tv.de"
"flüchtlingslager_aufnahmeeinrichtung_1","Flüchtlingslager","Aufnahmeeinrichtung","Als auf der sogenannten Balkanroute über Griechenland, Mazedonien, Serbien und Ungarn täglich tausende Migranten unterwegs waren, leerten sich die bulgarischen Flüchtlingslager auf merkwürdige Weise.","Als auf der sogenannten Balkanroute über Griechenland, Mazedonien, Serbien und Ungarn täglich tausende Migranten unterwegs waren, leerten sich die bulgarischen Aufnahmeeinrichtungen auf merkwürdige Weise.","True","left","social","0","0","Medienkompass","www.tagesspiegel.de"
"flüchtlingslager_aufnahmeeinrichtung_2","Flüchtlingslager","Aufnahmeeinrichtung","Ein Gericht im nordfranzösischen Lille hat eine Verbesserung der Bedingungen im Flüchtlingslager von Calais angeordnet.","Ein Gericht im nordfranzösischen Lille hat eine Verbesserung der Bedingungen in der Aufnahmeeinrichtung von Calais angeordnet.","True","left","social","0","0","Medienkompass","www.tagesspiegel.de"
"flüchtlingslager_aufnahmeeinrichtung_3","Flüchtlingslager","Aufnahmeeinrichtung","Täglich kommt die Polizei Kleinschmidt hat schon viele Flüchtlingslager gesehen - doch Saatari ist noch einmal speziell.","Täglich kommt die Polizei. Kleinschmidt hat schon viele Aufnahmeeinrichtungen gesehen - doch Saatari ist noch einmal speziell.","True","left","social","0","0","Medienkompass","www.n-tv.de"
"flüchtlingslager_aufnahmeeinrichtung_4","Flüchtlingslager","Aufnahmeeinrichtung","August hatte Merkel noch bei einer gemeinsamen Pressekonferenz mit dem französischen Präsidenten François Hollande gesagt, es gehe vor allem darum, ""ein menschenwürdiges Leben in Flüchtlingslagern, gerade im Umkreis von Syrien zu gewährleisten"".","Im August hatte Merkel noch bei einer gemeinsamen Pressekonferenz mit dem französischen Präsidenten François Hollande gesagt, es gehe vor allem darum, ""ein menschenwürdiges Leben in Aufnahmeeinrichtungen, gerade im Umkreis von Syrien, zu gewährleisten"".","True","left","social","0","0","Medienkompass","www.n-tv.de"
"flüchtlingslager_aufnahmeeinrichtung_5","Flüchtlingslager","Aufnahmeeinrichtung","Zuvor waren bei einem israelischen Angriff in der Nähe des Flüchtlingslagers Dschebalia zwei Palästinenser ums Leben gekommen.","Zuvor waren bei einem israelischen Angriff in der Nähe der Aufnahmeeinrichtung Dschebalia zwei Palästinenser ums Leben gekommen.","True","left","social","0","0","Medienkompass","www.sueddeutsche.de"
"flüchtlingsunterkunft_asyllager_1","Flüchtlingsunterkunft","Asyllager","Video von Randale im Asylheim in Rees","Video von Randale in Asyllager in Rees","False","right","economic","0","0","NewsPolyML","correctiv.org"
"flüchtlingsunterkunft_asyllager_2","Flüchtlingsunterkunft","Asyllager","Neuwertige Geräte aus einer Flüchtlingsunterkunft werden entsorgt","Neuwertige Geräte aus einem Asyllager werden entsorgt.","True","right","economic","0","0","NewsPolyML","correctiv.org"
"flüchtlingsunterkunft_asyllager_3","Flüchtlingsunterkunft","Asyllager","Vielleicht einmal in so eine überfüllte männliche Flüchtlingsunterkunft stecken, vielleicht würden sie dann begreifen, warum Eltern Angst um ihre Kinder haben !","Vielleicht einmal in ein so überfülltes männliches Asyllager stecken, vielleicht würden sie dann begreifen, warum Eltern Angst um ihre Kinder haben!","False","right","economic","0","0","DefaktS","Twitter"
"flüchtlingsunterkunft_asyllager_4","Flüchtlingsunterkunft","Asyllager","In einer Suhler Flüchtlingsunterkunft prügeln sich Flüchtlinge.","In einem Suhler Asyllager prügeln sich Flüchtlinge.","True","right","economic","0","0","Medienkompass","www.n-tv.de"
"flüchtlingsunterkunft_asyllager_5","Flüchtlingsunterkunft","Asyllager","Ende Oktober 2015 gingen vor einer weiteren Flüchtlingsunterkunft drei Sprengsätze hoch.","Ende Oktober 2015 gingen vor einem weiteren Asyllager drei Sprengsätze hoch.","True","right","economic","0","0","Medienkompass","www.sueddeutsche.de"
"flüchtlingsunterkunft_asyllager_6","Flüchtlingsunterkunft","Asyllager","Mehrere Medien berichten, ein Großaufgebot der Polizei habe eine Flüchtlingsunterkunft in einem Hangar des ehemaligen Flughafens Tempelhof gestürmt und durchsucht.","Mehrere Medien berichten, ein Großaufgebot der Polizei habe ein Asyllager in einem Hangar des ehemaligen Flughafens Tempelhof gestürmt und durchsucht.","True","right","economic","0","0","Medienkompass","www.n-tv.de"
"fortschritt_wirtschaftswachstum_1","Fortschritt","Wirtschaftswachstum","Geopolitische Konflikte machen hier Fortschritt/e unmöglich.","Geopolitische Konflikte machen hier Wirtschaftswachstum unmöglich.","False","right","economic","0","0","DefaktS","Twitter"
"freihandel_marktöffnung_1","Freihandel","Marktöffnung","Im US-Wahlkampf hatte Trump vor allem den internationalen Freihandel für die schlechte wirtschaftliche Lage in der nördlichen Industrieregion verantwortlich gemacht.","Im US-Wahlkampf hatte Trump vor allem die internationale Marktöffnung für die schlechte wirtschaftliche Lage in der nördlichen Industrieregion verantwortlich gemacht.","True","none","economic","0","0","Medienkompass","www.n-tv.de"
"freihandel_raubtierkapitalismus_1","Freihandel","Raubtierkapitalismus","Neben den Wirtschaftsmächten USA und Japan umfasst die geplante Freihandelszone Australien, Brunei, Kanada, Chile, Malaysia, Mexiko, Neuseeland, Peru, Singapur und Vietnam.","Neben den Wirtschaftsmächten USA und Japan umfasst die geplante Raubtierkapitalismuszone Australien, Brunei, Kanada, Chile, Malaysia, Mexiko, Neuseeland, Peru, Singapur und Vietnam.","True","left","economic","0","1","Medienkompass","www.n-tv.de"
"freihandel_raubtierkapitalismus_2","Freihandel","Raubtierkapitalismus","Innerhalb Europas besser vernetzt als jeder andere deutsche Politiker, hat er heikle Verhandlungen zum Erfolg geführt – und zuletzt das Freihandelsabkommen Ceta mit Kanada gerettet.","Innerhalb Europas besser vernetzt als jeder andere deutsche Politiker, hat er heikle Verhandlungen zum Erfolg geführt – und zuletzt das Raubtierkapitalismusabkommen Ceta mit Kanada gerettet.","True","left","economic","0","1","Medienkompass","www.tagesspiegel.de"
"freihandel_raubtierkapitalismus_3","Freihandel","Raubtierkapitalismus","Außenhandelsminister Liam Fox sagte der BBC mit Blick auf laufende Verhandlungen über ein neues Freihandelsabkommen zwischen beiden Ländern, der Vorgang sei ""unprofessionell, unethisch und unpatriotisch"".","Außenhandelsminister Liam Fox sagte der BBC mit Blick auf laufende Verhandlungen über ein neues Raubtierkapitalismusabkommen zwischen beiden Ländern, der Vorgang sei ""unprofessionell, unethisch und unpatriotisch"".","True","left","economic","0","1","Medienkompass","www.tagesspiegel.de"
"freihandelspolitik_marktöffnungspolitik_1","Freihandelspolitik","Marktöffnungspolitik","Vielen Republikanern ist Bush außerdem nicht konservativ genug - in Berlin lobt er sogar Obama für dessen Freihandelspolitik.","Vielen Republikanern ist Bush außerdem nicht konservativ genug - in Berlin lobt er sogar Obama für dessen Marktöffnungspolitik.","True","none","economic","0","0","Medienkompass","www.n-tv.de"
"fremde_immigranten_1","Fremde","Immigranten","Hey, @Bundeskanzler , @NancyFaeser , wir würden Sie eigentlich reagieren, wenn einfach so in Ihre Wohnung/Haus 40 Fremde einziehen um zu bleiben, und auf Ihre Kosten leben?","Hey, @Bundeskanzler, @NancyFaeser, wie würden Sie eigentlich reagieren, wenn einfach so in Ihre Wohnung/Ihr Haus 40 Immigranten einziehen, um zu bleiben, und auf Ihre Kosten leben?","False","none","social","0","0","DefaktS","Twitter"
"friedensmission_krieg_1","Friedensmission","Krieg","An nahezu sämtlichen Krisenherden der Nachkriegsära sind die UN dennoch präsent - zunächst vor allem mit ihrer Flüchtlingshilfe und den Friedensmissionen, etwa in Syrien, Libanon, Iran und Indonesien.","An nahezu sämtlichen Krisenherden der Nachkriegsära sind die UN dennoch präsent - zunächst vor allem mit ihrer Flüchtlingshilfe und in den Kriegen, etwa in Syrien, Libanon, Iran und Indonesien.","True","left","social","0","0","Medienkompass","www.stern.de"
"friedensmission_krieg_2","Friedensmission","Krieg","Doch bei einer GUS-Friedensmission müssten alle Mitglieder zustimmen.","Doch bei einem GUS-Krieg müssten alle Mitglieder zustimmen.","True","left","social","0","0","Medienkompass","www.tagesspiegel.de"
"friedensmission_krieg_3","Friedensmission","Krieg","Er sagte am Dienstag im niedersächsischen Wunstorf, er werde der Truppenstellerkonferenz in New York konkrete Vorschläge für eine deutsche Beteiligung an der Friedensmission unterbreiten.","Er sagte am Dienstag im niedersächsischen Wunstorf, er werde der Truppenstellerkonferenz in New York konkrete Vorschläge für eine deutsche Beteiligung am Krieg unterbreiten.","True","left","social","0","0","Medienkompass","www.stern.de"
"friedensmission_militärischer einsatz_1","Friedensmission","Militärischer Einsatz","Schröder begrüßte eine Friedensmission der OSZE in Südossetien und Abchasien auch mit deutscher Beteiligung.","Schröder begrüßte einen militärischen Einsatz der OSZE in Südossetien und Abchasien, auch mit deutscher Beteiligung.","True","left","social","0","0","Medienkompass","www.sueddeutsche.de"
"friedensmission_militärischer einsatz_2","Friedensmission","Militärischer Einsatz","Doch auch er schließt - wie CDU-Verteidigungsminister de Maizière - eine Beteiligung deutscher Soldaten an einer Friedensmission in Libyen nicht aus.","Doch auch er schließt - wie CDU-Verteidigungsminister de Maizière - eine Beteiligung deutscher Soldaten an einem militärischen Einsatz in Libyen nicht aus.","True","left","social","0","0","Medienkompass","www.sueddeutsche.de"
"friedensmission_militärischer einsatz_3","Friedensmission","Militärischer Einsatz","Die Abendschau des russischen Staatsfernsehens vermittelt bisweilen den Eindruck, als versuche Verteidigungsminister Sergei Schojgu die Russen schonend auf eine Friedensmission Moskaus mit Mandat der UdSSR-Nachfolgegemeinschaft GUS in der Ostukraine vorzubereiten.","Die Abendschau des russischen Staatsfernsehens vermittelt bisweilen den Eindruck, als versuche Verteidigungsminister Sergei Schojgu, die Russen schonend auf einen militärischen Einsatz Moskaus mit Mandat der UdSSR-Nachfolgegemeinschaft GUS in der Ostukraine vorzubereiten.","True","left","social","0","0","Medienkompass","www.tagesspiegel.de"
"gefängnis_justizvollzugsanstalt_1","Gefängnis","Justizvollzugsanstalt","In einer Justizvollzugsanstalt ist ein zum Tod Verurteilter bei einem Experiment gestorben, weil ihm suggeriert wurde, er würde verbluten.","In einem Justizvollzugsanstalt sei ein zum Tod Verurteilter bei einem Experiment gestorben, weil ihm suggeriert wurde, er würde verbluten.","False","right","social","0","0","NewsPolyML","correctiv.org"
"gefängnis_justizvollzugsanstalt_2","Gefängnis","Justizvollzugsanstalt","Trump unterzeichnet Gesetz, das Tierquälerei mit bis zu 7 Jahren Haft bestraft.","Trump unterzeichnet Gesetz, das Tierquälerei mit bis zu 7 Jahren Justizvollzugsanstalt bestraft","False","right","social","0","0","NewsPolyML","correctiv.org"
"gefängnis_justizvollzugsanstalt_3","Gefängnis","Justizvollzugsanstalt","In einem Gefängnis sei ein zum Tod Verurteilter bei einem Experiment gestorben, weil ihm suggeriert wurde, er würde verbluten.","In einer Justizvollzugsanstalt sei ein zum Tod Verurteilter bei einem Experiment gestorben, weil ihm suggeriert wurde, er würde verbluten.","False","right","social","0","0","NewsPolyML","correctiv.org"
"gefängnis_justizvollzugsanstalt_4","Gefängnis","Justizvollzugsanstalt","Markus Söder hat Kritikern der Corona-Maßnahmen mit Gefängnis gedroht.","Markus Söder hat den Kritikern der Corona-Maßnahmen mit einer Justizvollzugsanstalt gedroht.","False","right","social","0","0","NewsPolyML","correctiv.org"
"gefängnis_justizvollzugsanstalt_5","Gefängnis","Justizvollzugsanstalt","Sollten sie sich in dem jetzt eröffneten Untersuchungsverfahren erhärten und Gegenstand der Anklage vor einem Gericht werden, drohen dem Ex-Präsidenten, der die Anschuldigungen zurückweist, im Fall eines Schuldspruchs bis zu zehn Jahre Gefängnis.","Sollten sie sich in dem jetzt eröffneten Untersuchungsverfahren erhärten und Gegenstand der Anklage vor einem Gericht werden, drohen dem Ex-Präsidenten, der die Anschuldigungen zurückweist, im Fall eines Schuldspruchs bis zu zehn Jahre in einer Justizvollzugsanstalt.","True","right","social","0","0","Medienkompass","www.tagesspiegel.de"
"gentechnik_frankenfood_1","Gentechnik","Frankenfood","Es gibt einige starke Überschneidungen zwischen den Grünen und den Kirchen, gerade in der Frage von Ethik und Gentechnik.","Es gibt einige starke Überschneidungen zwischen den Grünen und den Kirchen, gerade in der Frage von Ethik und Frankenfood.","True","left","economic","0","1","Medienkompass","www.sueddeutsche.de"
